,User,Date Created,Number of Likes,Source of Tweet,Tweet
227,shazzz66,2022-11-18 18:56:27+00:00,5,Twitter for iPhone,@_MaccaNZ It’s the extreme left starting rumours to try and collapse the bird. It won’t happen. @elonmusk has a vast pool of tools to draw on. But it’s fun to watch all the crying and shaking #thebirdisfree #ThankYouElonMusk
228,shazzz66,2022-11-18 18:49:06+00:00,13,Twitter for iPhone,@Dame__Jane Nothing. They’re all cryin and shaking like the extreme lefty’s they are. Elons fighting the establishment. They’ve coming at him from all angles. Free speech has them truggered 🤣@elonmusk   #ThankYouElonMusk
229,silversmith2308,2022-11-18 18:39:57+00:00,0,Twitter for iPhone,@TheBabylonBee Welcome back #ThankYouElonMusk
230,Poozymoto,2022-11-18 18:32:32+00:00,0,Twitter for iPhone,@TheBabylonBee Dat’s amazin’! #ThankYouElonMusk
231,JHenryVaughn,2022-11-18 18:21:51+00:00,0,Twitter for iPhone,@elonmusk Really blow some minds and announce a merger with TruthSocial #ThankYouElonMusk
232,janethinde,2022-11-18 18:00:03+00:00,0,Twitter for iPhone,@ShaharyrSaleem Or he can save our  Constitutional free speech and save our Republic. The US helps world hunger in a year than Elon paid for Twitter &amp; w/o the US that would be gone #keepspeechfree #ThankYouElonMusk
233,Emilio2763,2022-11-18 17:42:39+00:00,36,Twitter for iPhone,What happens when the rest of Silicon Valley realize you don’t need THOUSANDS of Employees to run an app? #ThankYouElonMusk
234,LedmanToon,2022-11-18 16:52:03+00:00,5,Twitter for Android,"Hearing reports that from 7pm tonight, you can call blue ticks names and not get suspended for it. 

At 7:01pm I will be calling James Cordon a massive  . . . .  about 300 times. 

#ThankYouElonMusk"
235,ghosthasie,2022-11-18 16:41:21+00:00,1,Twitter for Android,"@ZackBornstein It's literally Twitter army and @elonmusk against the crazy woke world.

Truth vs Lies. 

#webacktwitter #supporttwitter #thankyouelonmusk"
236,BenzyMike,2022-11-18 16:40:41+00:00,0,Twitter for Android,@elonmusk @WholeMarsBlog I came back just to laugh at lefties. #ThankYouElonMusk
237,JerryGr60002628,2022-11-18 16:13:14+00:00,0,Twitter for Android,#RIPTwitter goodbye and good riddance to all the wimps on here. They had this for far too long now it's our turn #ThankYouElonMusk
238,VegasCrypto247,2022-11-18 16:05:25+00:00,0,Twitter Web App,"@elonmusk The man that liberated free speech! #ThankYouElonMusk 
@JoeBiden"
239,SimplyRocco,2022-11-18 15:35:19+00:00,0,Twitter Web App,"It's amazing @AOC hasn't realized, oh wait, no, NOT SURPRISED she hasn't realized that's it's BECAUSE people like HER @elonmusk is cleaning house at Twit Twat. From a REAL Latino #ThankYouElonMusk"
240,Trader725,2022-11-18 15:33:19+00:00,0,Twitter Web App,@AOC Sourced from the IRS  (2018) #ThankYouElonMusk  #twitterrocks https://t.co/pD8azuCAIS
241,PeteMus,2022-11-18 15:21:54+00:00,0,Twitter for iPhone,"@oneunderscore__ OMG, someone from NBC “News” is leaving twitter. How will we go on ? #ThankYouElonMusk https://t.co/xWJghnW3hf"
242,Trader725,2022-11-18 15:13:59+00:00,0,Twitter Web App,"@AdamParkhomenko I thought you were leaving? What are you still doing here on Twitter? 
#twitterrocks #ThankYouElonMusk"
243,Trader725,2022-11-18 15:04:30+00:00,0,Twitter Web App,"@DanRather Coming from the one who made up lies about George Bush in 2004 and was fired by CBS because of it...Sorry Danny-boy, the only FOOL is you my friend. You'll always be a pariah, please move on...#ThankYouElonMusk  #twitterrocks"
244,John74753016,2022-11-18 14:09:12+00:00,0,Twitter for Android,@elonmusk @AOC Love it #ThankYouElonMusk
245,John74753016,2022-11-18 14:08:14+00:00,0,Twitter for Android,@DanRather Dan if it's so horrible why are you still on it?  Don't talk about it be about it quit nobody will miss you and we will all still be here. #ThankYouElonMusk
246,p1gl33t,2022-11-18 13:35:18+00:00,0,Twitter Web App,"@Ashvio @thevivafrei @AOC Are you saying @elonmusk just fired the demons that protected those child abuse peddlers? NICE!!

 #ThankYouElonMusk"
247,Darrylibrarian,2022-11-18 13:12:49+00:00,0,Twitter Web App,"If @elonmusk actually HAS “destroyed Twitter,” he deserves the Nobel Peace Prize. He sacrificed his money to do our society a great good. Now if he could just destroy cable news. #thankyouelonmusk"
248,katied49,2022-11-18 11:51:16+00:00,0,Twitter for iPhone,@AOC as long as it fits your agenda? Woke BS gone from Twitter !  #ThankYouElonMusk
249,squawkCubed,2022-11-18 11:48:00+00:00,0,Twitter for iPhone,"@TheLaurenChen @elonmusk knew he wouldn’t need a @Twitter Speech Police Force— #ThankYouElonMusk 
🇺🇸"
250,TheYorkerBall,2022-11-18 07:12:36+00:00,0,Twitter for Android,"Post Twitter Apocalypse

#ThankYouElonMusk https://t.co/R1Sm9e5iq1"
251,scryndi,2022-11-18 06:56:54+00:00,1,Twitter for Android,@elonmusk Lol #ThankYouElon #ThankYouElonMusk THANK YOU FOR MAKING AMBER HEARD DISAPPEAR FROM HERE👍🙏💙
252,alienmagicman,2022-11-18 06:52:06+00:00,5,Twitter Web App,"Is it really a choice between the old fascist twazis and NEW free speech Twitter?

#IStandWithElonMusk #RIPTwazis
NOT
#RIPTwitter #TwitterTakeover 

I prefer equal standards
#ThankYouElonMusk https://t.co/YSDT1AWLYO"
253,N7_Paul,2022-11-18 05:27:22+00:00,0,Twitter for Android,"Twitter will be just fine, those fragile people who quit won't be enough to cause the site to crash or shut down. If by any chance it does though, good riddance since these people did it to themselves. #ThankYouElonMusk"
254,MAGAcolonist,2022-11-18 05:22:57+00:00,0,Twitter for iPhone,@elonmusk All the weeds are leaving the garden of free speech 👨‍🌾 #ThankYouElonMusk
255,scryndi,2022-11-18 03:14:24+00:00,3,Twitter for Android,"@elonmusk Genius.

Dude with all your smarts, can you please get liar and abuser  #amberheard to go away? She's re-traumatizing actual DV survivors.

Actually, i guess you did make her go away. From here, at least. So let me instead say thank you! @elonmusk #ThankYouElon #ThankYouElonMusk"
256,sewpahmario,2022-11-18 02:58:27+00:00,2,Twitter for Android,"Before this shithole goes down, uh...

Misato gaming (sfw version)

#goodriddance #RIPTwitter #ripbozo #ThankYouElonMusk #NovelAIDiffusion #PackWatch https://t.co/olELingCws"
257,JamesCNGH,2022-11-18 02:44:21+00:00,0,Twitter Web App,"Apparently Twitter is fine. Far left, pro-censorship ideologues are still lying like the pathological liars that they are. But otherwise Twitter is working just fine. It will soon start working better as the systems of censorship are excised from the platform. #ThankYouElonMusk"
258,TheNINBEN,2022-11-18 01:58:03+00:00,4,Twitter Web App,"The cancer of social media is finally getting shut down. 
#ThankYouElon #ThankYouElonMusk #RIPTwitter https://t.co/26A4pytEFs"
259,preescribe,2022-11-18 01:54:43+00:00,3,Twitter for Android,Genuinely glad Twitter is dead #ThankYouElonMusk #RIPTwitter
260,KnobVanDam,2022-11-18 01:54:25+00:00,0,Twitter Web App,"AOC tweeting thru the tears on her keyboard. nothing more satisfying than when people pretend they aren't mad, but are furious on the inside. #ThankYouElonMusk #TwitterIsSaved"
261,Brian6OnWhatnot,2022-11-18 00:27:53+00:00,0,Twitter for iPhone,@elonmusk Thank you so much for your courage! Thank you so much for allowing free speech ! and #ThankYouElonMusk for ending #Censorship #FreeTheBird #TheBirdIsFree #ElonMuskSavedFreeSpeech !
262,voodoo_tony,2022-11-17 13:02:17+00:00,1,Twitter for iPhone,@elonmusk I would like to personally thank you for giving voices back those of us who have been silenced for so long and making Twitter a level playing field. #thankyouelonmusk
263,Sneaky2x2,2022-11-17 13:00:26+00:00,0,Twitter Web App,"Hear me out Twitter, my main account is back @Sneaky2x 
Go ahead and leave a follow, I appreciate it very much!

This account will still be here for the memes and maybe future stuff.

#TwitterTakeover #TwitterMigration #thankyouelonmusk 
#ElonGoat"
264,Dsgrntld1,2022-11-17 12:50:56+00:00,0,Twitter for Android,"Elon buys twitter and suddenly Sputnik and RT headlines are showing on the news feed again.

#thankyouelonmusk"
265,XoNaNdOoX,2022-11-17 10:47:54+00:00,0,Twitter for Android,"@elonmusk You've never given me anything for free, and I think that's how it's supposed to be. #thankyouelonmusk"
266,Tacitus4ever,2022-11-17 08:40:09+00:00,0,Twitter for iPhone,"@elonmusk Open and free speech is a beautiful thing. I now find info coming through Twitter faster than the news.
#thankyouelonmusk 
#TYElon"
267,wehrme_awake,2022-11-17 07:51:30+00:00,0,Twitter Web App,"👀👀👀❤️❤️❤️🔥🔥🔥

Following a tough edit to get one to fit

#thankyouelonmusk"
268,nerds_corner_,2022-11-17 06:10:27+00:00,1,Twitter Web App,"“Thank You, Elon” 
AKA “Tweeter’s Lament”
Art Medium: Watercolor and Markers
@elonmusk #thankyouelon #thankyouelonmusk https://t.co/01IEH9vlRI"
269,revelation_1317,2022-11-17 04:58:11+00:00,0,Twitter Web App,"@elonmusk 
This is so FUNNY...

ELON MUSK PUTS THOSE LIBS IN THEIR PLACE
it's about time

#ThankYouElonMusk 

He F'd around &amp; FOUND OUT!! You're FIRED! https://t.co/W97jBSt7cd"
270,mikefay,2022-11-17 02:47:35+00:00,0,Twitter Web App,@MAGAGEM1 @ewarren The Greatest Generation defeated Hitler and the Nazis!  Our generation shall defeat you - Liberal Fascists!  #Freedom #ThankYouElonMusk
271,Jeffery17990418,2022-11-17 00:57:31+00:00,1,Twitter for Android,"I'm glad #ElonMusk owns #Twitter ! I can't wait to pay $8 a month! Yes, I'm a Republican businessman! I love #freedomofspeech #ThankyouElonMusk #ByeFaceBook #Trump2024 https://t.co/zcYK9LuGCR"
272,SeptGurl01,2022-11-16 11:03:28+00:00,0,Twitter for iPhone,"@Cade_Onder Wait... so because someone has 30 followers, they aren’t as important as someone who has a thousand or more? Is that right?  This is exactly why #TrumpWon ! He knew that the everyday individual was just as important(more in my opinion) than some snobby elite. #thankyouelonmusk"
273,Imammachi11,2022-11-16 04:49:52+00:00,2,Twitter for Android,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary
#thankyouelonmusk https://t.co/QWhIVg8Hf3"
274,StrangeArtKC1,2022-11-16 04:47:11+00:00,0,Twitter for iPad,"https://t.co/ERzsCQMm2f check out the strange, beautiful and crazy designs on goodies like yoga mats and I phone cases. Read my blog… if you are curious what drives this train… @StrangeArtKC1  @Strangeartkc101 on Instagram #thankyouelonmusk #muskit"
275,scarey1990,2022-11-15 22:48:19+00:00,0,Twitter for Android,"I've been watching the @elonmusk show on the @BBC, and all i can say is this man is our centuries genius. What a mind he has, and honestly, we're lucky to be here with this man. #ElonMusk #Genius #thankyouelonmusk"
276,michaelofstjoe,2022-11-15 18:59:07+00:00,1,Twitter for Android,I'm seeing fewer dumb celebrity tweets from accounts I never follow. Things are looking up! #thankyouelonmusk
277,autism003,2022-11-15 18:49:32+00:00,2,Twitter Web App,@elonmusk Yes! Power to the people! 🥰 #powertothepeople #thankyouElonMusk #twitter #ElonMusk
278,thezencomic,2022-11-15 16:35:22+00:00,12,Twitter for Android,"Thankyou @elonmusk for taking the time out of Intra-galactic conquest and innovative, world saving technology, just to make Rob Reiner cry gravy.  #thankyouelonmusk https://t.co/sfeqv7sBRW"
279,dnatoday,2022-11-15 15:47:25+00:00,1,Twitter for iPhone,Working way it’s supposed to work! #thankyouelonmusk
280,DewEasy,2022-11-15 13:11:17+00:00,1,Twitter Web App,5 years! for arguing #thankyouelonmusk @SirDewez https://t.co/LgSHoV5cKG
281,Butsapu,2022-11-14 22:13:21+00:00,7,Twitter for iPhone,I am back #ThankYouElonMusk #Unsuspended
282,LemonMlnty,2022-11-14 15:54:56+00:00,1,Twitter for iPhone,Phew! I’ve finally hit the Eyebrow Ad Campaign status on Twitter. Those feathery eyebrow pens look way better than Trudeaus’s eyebrow wigs. #thankyouelonmusk
283,Swordy_Bhai,2022-11-14 06:22:39+00:00,3,Twitter for Android,my account was banned from the day i have created it a year ago ... i have also reported many time before but their was no results .. but as you have taken over it the problem has been solved in less than a week .. thank you @elonmusk #thankyouelonmusk https://t.co/xQb6xMH3HG
284,evacleaver2,2022-11-14 05:23:53+00:00,0,Twitter Web App,"Since all the liberals are leaving Twitter. I'm coming back! Woohoo! #thankyouelonmusk 
#youareawesome"
285,MilkyVet,2022-11-14 05:04:17+00:00,1,Twitter for iPhone,"While billionaires buy sports teams, @elonmusk buys elements for 🚀
#onegiantstepformankind
#Genius 
#humanity 
#thankyouelonmusk"
286,GAMERUN77,2022-11-14 03:32:27+00:00,0,Twitter for iPhone,@elonmusk No worries take your time to fix it we don’t need to rush #thankyouelonmusk  for saving Twitter.
287,GAMERUN77,2022-11-14 03:31:05+00:00,0,Twitter for iPhone,"@elonmusk @HSajwanization I’m sorry for the people who loose their jobs because is extremely difficult to be unemployed, but as a Twitter user it came for the better because the trends are now back to normal with real trends showing on top. #thankyouelonmusk for saving Twitter."
288,dj_sowilo111,2022-11-13 18:20:54+00:00,0,Twitter for iPhone,@MattWallace888 Yes for sure #thankyouelonmusk
289,MiraalC,2022-11-13 17:48:27+00:00,0,Twitter for iPhone,This alone justifies $8 or even a paywall. Twitter is now the best social media. #thankyouelonmusk
290,CCCDynaPro,2022-11-13 13:29:58+00:00,0,Twitter for Android,"Too early 2 say for sure. But #Twitter may have lifted Some of the heavy restrictions they had in place on my account for the last few years 2 keep me from growing. I am hopeful &amp; prayerful. Because I will do good things if so, with God's help. Slam-
#Slamism 
#thankyouelonmusk"
291,shazzz66,2022-11-13 06:36:28+00:00,2,Twitter for iPhone,@JennyWi18628806 You don’t have one now so why would it make a difference #thebirdisfree #thankyouelonmusk
292,pritimama,2022-11-13 06:27:39+00:00,0,Twitter for iPhone,"The one good thing about Elon Musk buying Twitter, is that I have noticed a significant reduction in the # of Ads on my feed! #thankyouelonmusk  #Trending"
293,AirBC2,2022-11-13 04:48:20+00:00,0,Twitter for Android,"@elonmusk 2. Have legal redraft the disclaimers ect, to put a limit of liability for all consumers requesting a blue check requiring the same. Ijs. I don't have a blue check. This is me just looking in from the outside. 

I do love what you're doing!
#thankyouelonmusk"
294,dj_sowilo111,2022-11-12 10:43:11+00:00,0,Twitter for iPhone,"Before Elon took over Twitter it was all full of trolls and negativ vibes now its like heaven on earth and i could spent hours on it. TheStormRider said its also thanks to Prince Bin Salman who invests in Elon. Freespeach thx
#ThankYouElon #thankyouelonmusk #thankyoubinsalman"
295,SPABG2,2022-11-12 04:51:21+00:00,1,Twitter for iPhone,"@MimiDiaz1012 @RealBrysonGray Now no longer working at #Twitter.

#ThankYouElon #thankyouelonmusk"
296,Nelly1777,2022-11-11 19:44:43+00:00,0,Twitter for iPhone,@elonmusk We support Twitter thank you #ThankYouElonMusk
297,holdnon2,2022-11-11 19:03:11+00:00,0,Twitter for iPhone,The only place I come to that I feel free enough to just be me. #ElonMusk #thankyouelonmusk #FreeToBe
298,NamBiz,2022-11-11 16:47:08+00:00,0,Twitter for Android,"@IsmatAraa @elonmusk Yes, and India is a rich developed country. If anything, Elon gave india a break. Please come out of pre-2014 mindset.  #thankyouelonmusk"
299,Nelly1777,2022-11-11 15:01:35+00:00,0,Twitter for iPhone,@elonmusk #ThankYouElonMusk for freedom of speech!
300,Biotrin1989,2022-11-11 14:57:54+00:00,0,Twitter for Android,"#thankyouelonmusk 
You are saving humanity by burning Twitter to the fucking ground!"
301,Nelly1777,2022-11-11 14:29:58+00:00,0,Twitter for iPhone,@elonmusk #thankyouelonmusk great job! Loftiest out of here to the White House lol
302,TylerQinUtah,2022-11-11 14:24:07+00:00,5,Twitter for Android,Folks it's Friday and twitter is still here. Join me in saying #thankyouelonmusk
303,julieinflorida,2022-11-11 14:20:14+00:00,0,Twitter for iPhone,"@StephenKing More lies, deceit and squelching of FREE speech! I never would have taken you for a denier of Freedom! #thankyouelonmusk #letfreedomring"
304,YungIndyan,2022-11-11 13:50:14+00:00,0,Twitter for iPhone,I got 20 mins to edit We to Im 😭 #thankyouelonmusk
305,Silly_Point_,2022-11-11 07:38:38+00:00,1,Twitter for Android,@MissusPokerFace @thenidhii Twitter was never this accurate #thankyouelonmusk https://t.co/TGMP3wFTCe
306,Jennife80876609,2022-11-11 00:08:29+00:00,0,Twitter for iPhone,@elonmusk Whopper #Goldberg took a break from Twitter bc she can no longer practice hate speech and be “protected”.  What a time to be alive! #thankyouelonmusk
307,m1kepwn,2022-11-10 22:15:46+00:00,2,Twitter Web App,I am officially back on Twitter after a 10 year hiatus! #thankyouelonmusk
308,StrangeTamer871,2022-11-10 16:20:23+00:00,0,Twitter for iPhone,@elonmusk Bro 😎 I have gotta say I LOVE what you are doing here. This app needed a clean up and you came in like a tidal wave and started making this app something I actually enjoy looking at every day now. Keep doing the great work!! #thankyouelonmusk
309,eSloaneSloan,2022-11-10 15:13:11+00:00,1,Twitter for Android,"@elonmusk How about ""Thank You"" @elonmusk for ALL the inspiration. Tesla, SpaceX, Twitter, and beyond. Keep showing us humans that it is possible. #thankyouelonmusk"
310,SailorCheezy,2022-11-10 07:43:58+00:00,1,Twitter for iPhone,"#iLoveElonMusk ‘s #TwitterBlue 
Hehe question’s are answered super fast on #Twitter 
#iLoveit #ThankYouElonMusk #bluecheckmark #iFigureditout 😘 #ElonMusksTwitter 💙💙💙 https://t.co/dCK1owU3Iq"
311,Srushtalkstough,2022-11-10 05:50:54+00:00,1,Twitter for Android,"People getting a paid blue tick and thanking Musk as if he himself took a pen and checked against their name.
'Finally! Thank you Elon Musk'
😂😂😂😂😂😂
#BlueTicks 
#paidservice 
#thankyouelonmusk"
312,IbrahimMWehbi,2022-11-10 04:26:12+00:00,0,Twitter Web App,"@mxmtoon Nah, it only says that you are paying 8$/M to spread your delusion!
#thankYouElonMusk"
313,wolfofshanghai,2022-11-10 00:49:17+00:00,1,Twitter for iPhone,Officially verified! #ThankYouElonMusk
314,TylerJamesHahn,2022-11-10 00:43:04+00:00,0,Twitter for Android,@elonmusk The only reason I came back to Twitter was because #ElonMusk Thanks for all you do for the planet and more importantly the people on it @Tesla @SpaceX especially. And @Twitter will have better leadership too. #ThankYouElonMusk
315,ArcadeTimeUSA,2022-11-09 21:37:50+00:00,0,Twitter for Android,@elonmusk Thank you for freeing the bird. Your past shows the world that you care about ALL people. #ThankyouElonMusk
316,KaitTurtleKat,2022-11-09 20:34:46+00:00,0,Twitter for iPhone,"New Twitter is fucked, thanks Elon #ThankYouElonMusk"
317,TannerPhiferNFL,2022-11-09 18:17:24+00:00,7,Twitter for iPhone,"For years of hard work I’m now verified on Twitter 🤙🤣 but I am seriously happy. 

#ThankYouElonMusk #NFL #NFLTwitter https://t.co/vonboVZFj5"
318,BR1XX5,2022-11-09 14:35:47+00:00,0,Twitter for iPhone,@robbradleyy @tripxmax trappin on twitter is wild #ThankYouElonMusk
319,ukrreporter,2022-11-09 12:44:44+00:00,0,Twitter Web App,"did I get it right that thanks to @elonmusk renovations in-@twitter translation feature is no more available? 
@TwitterSupport #thankyouelonmusk #stopMusk"
320,Trader725,2022-11-09 03:06:10+00:00,0,Twitter Web App,"@rainnwilson @elonmusk that OK you just go on being confused...🙄...btw, there is no anthropomorphic based climate change...moving on....
#ThankYouElonMusk https://t.co/I6JnDThlP0"
321,Trader725,2022-11-09 02:57:34+00:00,0,Twitter Web App,"@elonmusk @TribelSocial It looks like a site run by racists who are pushing the diversity/woke multicultural BS which is all about dividing people based on race, gender-- blah, blah blah, it's childish and immature...The name says it all. ""Tribe"" 🙄 
#ThankYouElonMusk"
322,Freedomno1,2022-11-09 02:56:42+00:00,0,Twitter Web App,"@elonmusk #ThankYouElonMusk  :) 
I like the current twitter so much manipulation in Twitter Japan exposed now its healing a lot of division on the old moderation team there."
323,Trader725,2022-11-09 01:42:24+00:00,0,Twitter Web App,"@joncoopertweets @RepMTG MTG speaks the truth about Biden coming out of the closet as Hitler...
#RedWave2022  #ElonMusk #ThankYouElonMusk"
324,jvalentine613,2022-11-09 01:04:28+00:00,1,Twitter for iPhone,"@stillgray @KatrinaPierson And it’s so nice we get to read tweets about the #RedTsunami without “misinformation” labels and bogus fact-checks on all the conservatives. 
#ThankYouElonMusk"
325,ryanward87,2022-11-09 00:16:42+00:00,2,Twitter for iPhone,"Imagine how many accounts would’ve been getting [wrongfully] banned for talking about the chaos currently going on in #MaricopaCounty if @elonmusk hadn’t bought Twitter…😳

#ThankYouElonMusk
#Maricopa
#ElectionDay
#ElectionIntegrity"
326,jvalentine613,2022-11-09 00:14:51+00:00,1,Twitter for iPhone,Anyone else enjoying @Twitter tonight *without* labels of false or misleading info on all the conservative tweets? We actually get to read the content and make up our own minds! #FREEDOM #ThankYouElonMusk
327,legnacraleahcim,2022-11-08 19:05:27+00:00,0,Twitter Web App,#ThankYouElonMusk the new virtue signaling is to announce your exit and leave your real account on #Twitter
328,officialjgaddis,2022-11-08 17:41:33+00:00,0,Twitter for iPhone,"Me and my whole family have voted all Republican all the way down our ballots and NO on every single proposition here in California.
#VoteRed #VoteRedToSaveAmerica #ThankYouElonMusk"
329,Ilike2think2,2022-11-08 16:49:10+00:00,0,Twitter Web App,"@elonmusk Funny how many ""dead"" celebrities came to life these days thanks to you! lol #ElonAwakesDeadCelebrities #ThankYouElonMusk"
330,Ilike2think2,2022-11-08 16:46:53+00:00,0,Twitter Web App,"@elonmusk Talk good or bad but keep talking about me. If you can't win a media war, join the winning side ... just keep being you -Elon! Trollers will give up one day or keep trying to get under the spotlight thanks to your name! #StopTrollingElonMusk #ThankYouElonMusk"
331,Angie_M_2262,2022-11-08 15:11:46+00:00,0,Twitter for iPhone,Conveniently my FB is restricted!!! Apparently to many of my post contain false or misleading information 🤨 #ThankYouElonMusk for a new place to speak freely! 🇺🇸
332,sehvol1,2022-11-08 13:55:39+00:00,0,Twitter for iPhone,@disclosetv I re-joined last week- now that free speech is protected #ThankYouElonMusk
333,jeanwood,2022-11-08 12:32:19+00:00,1,Twitter for iPad,@elonmusk #PatriotWarriors #FreedomOfSpeech totally worth $8 #GetOverItAlready #VOTEREPUBLICAN2022 #TRUMP2024ToSaveAmerica #GovernorBrianKemp #HershelWalker #Bidenflation #BidenBorderCrisis #BidenGasHike #BidenCrimeFamily #ImpeachBidenHarrisPelosiNOW #ThankYouElonMusk https://t.co/It8XQOWOIp
334,MK_World_Live,2022-11-08 08:35:33+00:00,0,Twitter Web App,"now let's get rid of the ""fact checkers"" that are bags of hot air that pollute our world! #Twitter #LoveTwitter #ThankYouElonMusk"
335,Ktrekfetish,2022-11-08 08:15:54+00:00,0,Twitter for Android,"Who are you, nobody cares, if you're not happy move on, again no one cares about your anger. See free speech works!!! #ThankYouElonMusk"
336,deanbc1,2022-11-08 05:02:39+00:00,44,Twitter for iPad,"@elonmusk I have never voted for a Democrat.

Every time I watch Joe Biden or read what his Party is doing to our nation, it reinforces my decision.

#VoteRedToSaveAmerica
#ElonAskedUsToVoteRed
#FreedomOfSpeechRestored
#ThankYouElonMusk https://t.co/EAtosz5Kiy"
337,sceneternal,2022-11-08 03:47:06+00:00,1,Twitter Web App,464k this is like the holy grail 4 chudtweets #ThankYouElonMusk
338,starwargrl,2022-11-08 03:13:34+00:00,4,Twitter Web App,"I quit Twitter because of communist type behaviors, now I'm back because of @elonmusk 

#FreedomOfSpeech #ThankYouElon #ThankYouElonMusk"
339,TaraKellick,2022-11-08 01:13:55+00:00,0,Twitter for iPhone,@elonmusk Love it the trash is taking itself out and Americans Are Happy To Be On Here #THANKYOUELONMUSK
340,Sunnyfunny786,2022-11-07 09:51:34+00:00,2,Twitter for Android,"Great news &amp; step in the right direction. Their regional office was using Twitter platfor for spreading hatred, extremism &amp; racism. 

We ve no place for such hatred. They were misusing their power against Pakistan, China, Iran, Bangla etc to spread hoax abt us.

#ThankYouElonMusk"
341,FJH_81,2022-11-07 07:55:48+00:00,0,Twitter Web App,"Comedians make jokes that are relatable and funny.
#KathyGriffin is just a sick individual writing it off as 'being funny'

#ThankYouElonMusk https://t.co/3fHpwZOVdB"
342,AllieKnight_X,2022-11-07 07:51:58+00:00,0,Twitter Web App,I think what @elonmusk  is teaching us is how to stand up to bullies and prove them wrong with their own words and inactions..   I think we need to all #calloutbullshit and learn how to #standup to #lies and #corruption! #thankyouelonmusk for #beingwhoyouare
343,htmcg,2022-11-05 15:08:58+00:00,5,Twitter Web App,"I read the article. I hope you will too, but if you don't the caption conveys the essence of the story.

#ThankYouElonMusk"
344,ryan_busy,2022-11-05 14:36:47+00:00,1,Twitter for iPad,"@Reuters @elonmusk Thank you for protecting free speech. If I could afford to purchase this copy of the constitution for you I surely would. Though not born here, you have a better understanding of the foundations of this country than most. #ThankYouElonMusk"
345,Ritadec1928,2022-11-05 12:42:14+00:00,0,Twitter Web App,"Obrigada por apoiar nossa liberdade, Elon Musk!

Thank you for support our freedom, Elon Musk!

#ThankYouElonMusk"
346,TheFakeDuchess,2022-11-05 11:11:07+00:00,99,Twitter Web App,@intrested_19 😂😂😂I love it. Sussexsquad's Twitter insiders and protectors our all gone since yesterday. #ThankYouElonMusk
347,BrettDoyleMCS,2022-11-04 19:16:15+00:00,8,Twitter for Android,Justice prevails in #layoffs‼️#ThankYouElonMusk https://t.co/OnIYJU4y6F
348,ArjunVeerIsa,2022-11-04 18:50:19+00:00,0,Twitter for Android,@NewzDigital @elonmusk Let's Trend #ThankYouElonMusk
349,NaturalBornMale,2022-11-04 18:21:08+00:00,0,Twitter Web App,"@krave @elonmusk Ha Ha
The world will now be a better place because free speech has been RESTORED!!
#ThankyouElonMusk"
350,Darrell02554398,2022-11-04 16:45:24+00:00,14,Twitter for Android,"One of these 2 Tweets is NOT from that LOVEABLE DOBBY!

The other sounds like it came from her roommate!

#ThankYouRihanna 
#ThankYouElonMusk https://t.co/GVj57PnfbQ"
351,FLulz13,2022-11-04 16:03:19+00:00,0,Twitter for iPhone,Lololol leftist seeing the consequences of their actions #thankyouelonmusk #TikTok https://t.co/zMDrO2KSAz
352,Trader725,2022-11-04 10:26:13+00:00,0,Twitter Web App,"@michaelsozan @RichardGrenell Dude, seriously? After the Dems were caught manufacturing ballots in 2020, dead people voting, adding votes on servers in China you're still trying to say fraud doesn't exist? What planet do you live on?
#ElectionIntegrity #thankyouelonmusk #FreedomOfSpeech"
353,HouseOfGab,2022-11-04 05:21:39+00:00,0,Twitter Web App,@elonmusk @bennyjohnson @AOC OMG my timeline is all white too!!! Elon Musk is nakedly abusing me with power!! 😍   #ThankYouElonMusk https://t.co/FDnV3iZlhj
354,Bella74746441,2022-11-03 23:21:25+00:00,0,Twitter for Android,Congratulations! It's a girl- 5 lbs 8 oz.   26 yrs old and beautiful mother!  On 97 headed your way- #SocialSecurity forb #ThankyouElonMusk @elonmusk #9
355,Trader725,2022-11-03 19:29:53+00:00,3,Twitter for iPhone,"@LadyJayPersists @johnpavlovitz @elonmusk Tesla owners can afford to buy the hoodies.  Her constituents don’t fall into that category.   She is making money off the poor.  Typical leftist, progressive socialist. 
#ThankYouElonMusk"
356,Boomsti31594078,2022-11-03 19:24:06+00:00,0,Twitter for iPhone,I haven’t posted in awhile but now that Elon musk is Chief twit. I’m gonna start posting more. Here’s my first post (hopefully uncensored)#ThankYouElonMusk https://t.co/JPcgwhfwp4
357,LucidLifeVibes,2022-11-03 17:43:31+00:00,2,Twitter for Android,Back on Twitter for 3 days and I'm laughing everytime I hit my feed 👽 oh how I've missed the raw unfiltered content #ThankYouElon #ThankYouElonMusk
358,wewhowhatwhen,2022-11-03 13:52:49+00:00,0,Twitter for Android,"@POTUS finally going to be held accountable and forced to provide the actual truth and facts.
#Bidenflation 
#BidenDeliversAGAIN 
#ThankyouElonMusk
#FactsMatter
https://t.co/DhiAeBMLxn"
359,KayteeT1,2022-11-03 12:09:35+00:00,1,Twitter for Android,"Morning @elonmusk, what mischieve can we look forward to today 😅
Am loving how all the 'luvvies' are moaning at having to pay to keep their ego inflating blue tick status, while not wanting us plebs to have the same privileges.
#KeepUpTheGoodWork
#ThankYouElonMusk"
