,User,Date Created,Language,Number of Likes,Source of Tweet,Tweet
3918,Myvote4hillyes,2016-11-09 18:59:56+00:00,en,2,Twitter for Android,"#TwitterBlackOut 
Because the hate of a woman to another woman is stronger than their values! Stronger than the love for own their kids"
3919,TuneAF1sh,2016-11-09 18:59:56+00:00,en,2,Twitter for Android,"#TwitterBlackout
Have to mention how similar a ""Twitter Blackout"" is, to KKK hoods.
Stand up, show your face!"
3920,aura_jones,2016-11-09 18:59:14+00:00,en,0,Twitter for Android,Why do we have a world where people think this is acceptable?😔😔 #twitterblackout https://t.co/7YkWNqgs24
3921,_AshTronomical,2016-11-09 18:58:33+00:00,en,14,Twitter for iPhone,"""Trump says it like it is"" means you agree with his discriminatory claims. that means you see no wrong in his actions. #TwitterBlackout"
3922,joy2write21,2016-11-09 18:57:53+00:00,en,1,Twitter for Android,"#TwitterBlackout
I do this for everyone who feels scared as I am not knowing the future.  I stand with all those affected by the Election"
3923,sunsetzx,2016-11-09 18:57:46+00:00,en,0,Twitter for iPhone,#twitterblackout can't believe this
3924,vikki_sick,2016-11-09 18:57:39+00:00,en,0,Twitter for iPhone,@SkipLicker @EddieCoyle43 Have a look at #TwitterBlackout too 😂😂😂😂
3925,yizhuoverse,2016-11-09 18:57:34+00:00,en,0,Twitter for iPhone,JOIN THE TWITTER BLACKOUT IF YOURE ANTI-TRUMP #twitterblackout
3926,LisaHersheyb4,2016-11-09 18:57:32+00:00,en,0,Twitter Web Client,For the next four years I will leave my pictures black.I love America but I cant support this man and feel OK with my self. #TwitterBlackout
3927,jaylozanooo,2016-11-09 18:57:21+00:00,en,1,Twitter for iPhone,We will continue fighting and standing together through these rough time. #twitterblackout #NotMyPresident
3928,tannesias,2016-11-09 18:56:34+00:00,en,3,Twitter for iPhone,supportively going to do this #twitterblackout https://t.co/bR3aFeTGk1
3929,dontfollowdont_,2016-11-09 18:56:31+00:00,en,1,Twitter Web Client,"Y'all you should've done those twibbons and #twitterblackout before the election begun, that would've had more effect... #TrumpPresident"
3930,FashionShanghai,2016-11-09 18:56:22+00:00,en,1,Twitter for iPhone,"Muslim lives Matter, Women need equal rights, Black Lives Matter, Latino Lives Matter. #twitterblackout #Obamastay"
3931,hvmesick,2016-11-09 18:55:31+00:00,en,2,Twitter for iPhone,i will not support someone who does not support equal rights of all people #NotMyPresident #twitterblackout
3932,mazenryouness,2016-11-09 18:55:26+00:00,en,348,Twitter for iPhone,"The LGBTQ+ community, hispanics, muslims, immigrants, POC, have always fought, &amp; we will continue fighting. #twitterblackout #NotMyPresident"
3933,schathoran,2016-11-09 18:54:15+00:00,en,0,Twitter for iPhone,"I'm not a Trump supporter but you're ridiculous. It will not change anything, it can't drag Trump down, he's the president #twitterblackout"
3934,turnintogxld,2016-11-09 18:53:45+00:00,en,0,Twitter for Android,Selena knew before #TwitterBlackOut https://t.co/s2JWO8IeXN
3935,chasingdreamsPA,2016-11-09 18:52:51+00:00,en,0,Twitter for iPhone,#twitterblackout because #imstillwithher and #hesnotmypresident
3936,MarilynAyoune,2016-11-09 18:51:45+00:00,en,0,Twitter Web Client,EVERYONE #TwitterBlackout RNNNNNNNNNNNNNNNNNNNNNN
3937,passengersjen,2016-11-09 18:49:58+00:00,en,0,Twitter for iPhone,#twitterblackout because this is fucked up
3938,stumbowl,2016-11-09 18:49:52+00:00,en,0,Twitter Web Client,#twitterblackout sending my love to those who need it at this time
3939,sserxne,2016-11-09 18:49:41+00:00,en,1,Twitter for iPhone,#twitterblackout @arianasxgg do it too
3940,clarahickey_,2016-11-09 18:49:36+00:00,en,0,Twitter for iPhone,"Decided to join in, people like him do NOT deserve to run a country like America or anything at all. 😰#twitterblackout"
3941,elvillanelle,2016-11-09 18:49:25+00:00,en,0,Twitter for iPhone,I'm with y'all #TwitterBlackout
3942,mistleberry,2016-11-09 18:49:20+00:00,en,0,Twitter Web Client,I'm always with her #TwitterBlackOut
3943,OhSoChaeyoung,2016-11-09 18:49:20+00:00,en,1,Twitter Web Client,Happily taking part in the #twitterblackout
3944,LikeaG64ever,2016-11-09 18:48:33+00:00,en,2,Twitter for Android,"#twitterblackout For lgbtq+, people of color, the right to practice any religion, to be a non-man without punishment
#notmypresident"
3945,LiamBradbury,2016-11-09 18:48:28+00:00,en,0,Twitter Web Client,"#twitterblackout You might not agree with the result of the election, but it was a democratic vote. Deal with the result like adults."
3946,walkerhatesyou,2016-11-09 18:48:18+00:00,en,0,Twitter for iPhone,#TwitterBlackout Maybe @realDonaldTrump will notice us with blank pictures.
3947,MrBrettEdwards,2016-11-09 18:48:10+00:00,en,0,Twitter for iPhone,#twitterblackout and that will achieve? Ah yes! fuck all
3948,nipponupdate,2016-11-09 18:48:02+00:00,en,0,ツイトレンディー,"Rose Garden , Azealia Banks , #Calexit , Winter Classic , #twitterblackout , #NotMyPresident , IUDs , #INBOUND16"
3949,HenrieKeane,2016-11-09 18:47:41+00:00,en,0,Twitter Web Client,America just elected a Hitler. #TwitterBlackout #CalExit #WestCoastNation #NotMyPresident #AmericaIsLostParty #Secession #NotOkay https://t.co/S7UshT8pD9
3950,JimmyDRFC,2016-11-09 18:47:38+00:00,en,0,Twitter for iPhone,"#TwitterBlackout is a prime example of this, funny people. You not tweeting pictures of your meals for a few hours will change nothing 😂😂"
3951,Klaroheart,2016-11-09 18:47:36+00:00,en,3,Twitter for Android,"Womens rights matter
Black Lives matter
LGBT community matters
POCs matter
#HesNotMyPresident 
#TwitterBlackout https://t.co/DSy751NpF5"
3952,vamppuccino,2016-11-09 18:47:24+00:00,en,0,Twitter for iPhone,https://t.co/gsl6kE09TC SIGN THIS TO MAKE RE-ELECTION HAPPEN #presidenttrump #notmypresident #trumpwins #twitterblackout !!
3953,BadAssGumby,2016-11-09 18:47:21+00:00,en,0,Twitter for Android,#twitterblackout you all are fucking morons
3954,SesimeTweets,2016-11-09 18:46:27+00:00,en,0,Twitter Web Client,@truIyjai Atleast our voices will not be silenced. #Twitterblackout #notmypresedent
3955,vxmpsftshawn,2016-11-09 18:46:08+00:00,en,0,Twitter for iPhone,everyone should do this  #twitterblackout
3956,chwesjjk,2016-11-09 18:46:04+00:00,en,0,Twitter for iPhone,another glitch but it could be for the #twitterblackout 👀 https://t.co/fMZ0Qq9WsJ
3957,DJ_Scooby,2016-11-09 18:46:02+00:00,en,0,DJ Scooby Autoposter,#TwitterBlackout Trending After Donald Trump’s Upset Win [Photos] - https://t.co/MXj0Dpzu9h
3958,ahmgdevoM,2016-11-09 18:45:54+00:00,en,2,Twitter for Android,#twitterblackout until 2020
3959,HenrieKeane,2016-11-09 18:45:07+00:00,en,0,Twitter Web Client,"Yes, please list. #TwitterBlackout #CalExit #WestCoastNation #NotMyPresident #AmericaIsLostParty #Secession #NotOkay https://t.co/J304KKr7no"
3960,smldragonFrank,2016-11-09 18:44:40+00:00,en,0,iOS,"$TWTR the election is over, but here comes #twitterblackout. Never lack of events!"
3961,ThatGirlCodie,2016-11-09 18:44:24+00:00,en,1,Twitter for iPhone,I'm not even American #British #twitterblackout
3962,AngelsnArsenal,2016-11-09 18:44:23+00:00,en,0,Twitter for iPhone,I'm here for anyone needing to talk  #TwitterBlackout
3963,HenrieKeane,2016-11-09 18:43:30+00:00,en,0,Twitter Web Client,Hear! Hear! #TwitterBlackout #CalExit #WestCoastNation #NotMyPresident #AmericaIsLostParty #Secession #NotOkay https://t.co/svruBpc8Xr
3964,sosepurkki,2016-11-09 18:42:33+00:00,en,1,Twitter for Android,#twitterblackout because now is the time to truly show how strong you are and i'm with you
3965,Elfiesfandoms,2016-11-09 18:41:59+00:00,en,0,Twitter for Android,"Womens rights matter
Black Lives matter
LGBT community matters
POCs matter
#HesNotMyPresident #TwitterBlackout https://t.co/l2y8QpQ0tz"
3966,HenrieKeane,2016-11-09 18:41:59+00:00,en,0,Twitter Web Client,I want no part of Nazi Trump's nation. #TwitterBlackout #CalExit #WestCoastNation #NotMyPresident #AmericaIsLostParty #Secession #NotOkay https://t.co/UeqrqC0uMM
3967,KLING3R0,2016-11-09 18:41:46+00:00,en,0,Twitter for iPhone,I've never been more embarrassed to be an #American and have very little hope for our Future. #ImStillWithHer #TwitterBlackout
3968,mockingcanary,2016-11-09 18:41:01+00:00,en,0,Twitter for Android,"btw, feel free to steal my icon for #TwitterBlackout #NotMyPresident"
3969,helveeti,2016-11-09 18:40:37+00:00,en,0,Twitter for iPhone,#twitterblackout I'm in
3970,dwray365,2016-11-09 18:40:30+00:00,en,0,Twitter for iPhone,#twitterblackout because my heart is broken.
3971,yoonkookptg,2016-11-09 18:40:20+00:00,en,0,Twitter for Android,"the lives of POC, LGBT+ and women matter. I will not stand for the treatment they are going to receive. #twitterblackout"
3972,shivanibasran,2016-11-09 18:40:03+00:00,en,0,Twitter Web Client,"I'm praying for all of you who are currently fearing for yourselves, your friends and family, and your country, keep hope  #twitterblackout"
3973,613saz,2016-11-09 18:38:21+00:00,en,0,Twitter for iPhone,as a person outside of the usa it feels right to show those who are that I'M WITH YOU #twitterblackout https://t.co/a8Ivssqzvd
3974,Jason0786611755,2016-11-09 18:38:12+00:00,en,0,Twitter for iPhone,"#twitterblackout
Is anyone else confused by people tweeting en masse #twitterblackout ? I feel like I'm taking crazy pills!"
3975,niazlovess,2016-11-09 18:37:49+00:00,en,0,Twitter Web Client,"France, please take it back. #twitterblackout #trumppresident https://t.co/KUQ5gIoWfu"
3976,warden_surana,2016-11-09 18:37:49+00:00,en,0,Twitter for iPhone,i'm with you all #TwitterBlackout
3977,AlyssaTWD2010,2016-11-09 18:37:45+00:00,en,1,Twitter for Android,Wld join #twitterblackout but my voice makes no difference. Why? I'm not in America. However this dsn't mean I will not support those who r.
3978,SesimeTweets,2016-11-09 18:37:17+00:00,en,1,Twitter Web Client,Let's Make America Actually Great #TwitterBlackout
3979,HenrieKeane,2016-11-09 18:37:04+00:00,en,0,Twitter Web Client,@GlblCtzn America just elected a leader who is akin to Hitler. #TwitterBlackout #CalExit #NotMyPresident #AmericaIsLostParty #Secession
3980,venusasian,2016-11-09 18:36:55+00:00,en,2,Twitter for Android,fuck trump #twitterblackout
3981,tpwkatiie,2016-11-09 18:36:36+00:00,en,0,Twitter for iPhone,"#twitterblackout
pick one and rt to pass it on💙"
3982,Adir_R,2016-11-09 18:36:29+00:00,en,0,Twitter for Android,black layout if you're against trump #TwitterBlackout https://t.co/fp6gw53WtJ
3983,amyjudd,2016-11-09 18:35:33+00:00,en,0,Hootsuite,Katy Perry Joins Trump Protestors In #TwitterBlackout | https://t.co/dI13Qp6zca https://t.co/zE5cdF8P72
3984,fennecbuzzsaw,2016-11-09 18:32:58+00:00,en,0,Twitter Web Client,"#TwitterBlackout 

LGBTQ+ lives matter
Muslim lives matter
Women need equal rights
Black lives matter
Latino lives matter"
3985,DRIP_CEE,2016-11-09 18:32:29+00:00,en,0,Twitter for iPhone,I don't think a #TwitterBlackOut can help us now...We need to find a way to move forward from this
3986,legendofaaron,2016-11-09 18:31:44+00:00,en,2,Twitter for iPhone,This day is unreal. Still trying to process what happened #notmypresident #twitterblackout
3987,overthecIouds,2016-11-09 18:31:34+00:00,en,1,Twitter for Android,@juliansgoat #twitterblackout this was it lol https://t.co/DYm6bQaYvo
3988,trvp_trvsh,2016-11-09 18:30:49+00:00,en,0,Twitter for iPhone,"#twitterblackout make it go viral, make our voices be heard"
3989,felipewirys,2016-11-09 18:30:08+00:00,en,0,Twitter for Android,Love Trumps hate #TwitterBlackout
3990,allcurledup,2016-11-09 18:29:53+00:00,en,0,Linkis: turn sharing into growth,"IMPEACH DONALD TRUMP‼️ SIGN THIS PETITION‼️ #TwitterBlackOut #NotMyPresident
 https://t.co/ulx0ovs52F http... by #MimosaMuva via @c0nvey"
3991,lovelymiki_,2016-11-09 18:29:38+00:00,en,0,Twitter for iPhone,#twitterblackout keep fighting against hate and never give up! Love will always win. 💗
3992,hellavool,2016-11-09 18:29:16+00:00,en,0,Twitter for Android,this is a thing???having #twitterblackout
3993,dilarattlss,2016-11-09 18:29:04+00:00,en,68,Twitter for iPhone,Selena Gomez fans are not only the disease of Stan twitter but apparently America too. #TrumpPresident #twitterblackout https://t.co/CNDxO8SJSJ
3994,Julia_Abdulla,2016-11-09 18:29:01+00:00,en,0,IFTTT,".katyperry joins the #TwitterBlackout movement, protests Trump's election #NotMyPresident https://t.co/nVaFrcCTDS https://t.co/mWYcLSVmtk"
3995,unfinnspiring,2016-11-09 18:28:45+00:00,en,0,Twitter for iPhone,#twitterblackout pick one and make your own :)
3996,GlitterSebert,2016-11-09 18:28:21+00:00,en,1,Twitter for Android,Animals and everyone we need to protest! #TwitterBlackout #AntiTrump https://t.co/2LHzCh662N
3997,jayswonkysmile,2016-11-09 18:28:19+00:00,en,0,Twitter for iPhone,"LGBTQ+ lives matter!
Muslim lives matter!
Black lives matter!
Latino lives matter!
Women need equal rights!
Nobody is safe.
#twitterblackout"
3998,djred678,2016-11-09 18:27:39+00:00,en,6,TweetDeck,"Where's that petition for California to secede?  Fuck these dumb rednecks.
#NotMyPresident #TwitterBlackout"
3999,ETCanada,2016-11-09 18:27:33+00:00,en,14,Twitter Web Client,".@katyperry joins the #TwitterBlackout movement, protests Trump's election #NotMyPresident https://t.co/FqoHZkfSCo https://t.co/3R3gbsKYHf"
4000,Neo_Gremory,2016-11-09 18:27:23+00:00,en,1,Twitter for iPhone,#twitterblackout Everybody matters no matter what.
4001,TauraBird,2016-11-09 18:26:45+00:00,en,0,Twitter for Android,"""To me, what it shows is that grabbing a vagina is not looked at as harshly as having one,” - @RealDLHughley  #twitterblackout because above"
4002,flyseokjin,2016-11-09 18:26:42+00:00,en,1,Twitter for iPhone,@MSanFan #TwitterBlackout it's a protest
4003,Skmuizz5,2016-11-09 18:26:28+00:00,en,0,LinkedIn,#TwitterBlackout is how people are protesting the election on Twitter https://t.co/fNLMbSZL8S
4004,luv4kth,2016-11-09 18:26:12+00:00,en,0,Twitter for iPhone,#twitterblackout when a whole nation is at an uproar with who is about to be in charge you know shit is serious. this isn't a joke
4005,1969camaro1969,2016-11-09 18:26:12+00:00,en,0,Twitter for iPhone,#TwitterBlackOut @realDonaldTrump might be a good president. #UnitedweStand
4006,imcyndisolis,2016-11-09 18:25:44+00:00,en,0,Twitter for iPhone,"#twitterblackoutTrump did not win, racism won, sexism won, hate won, and the lack of education won.
#TwitterBlackout  #NotMyPresident"
4007,selfxdefined,2016-11-09 18:24:09+00:00,en,0,Twitter for iPhone,"#twitterblackout 
LGBTQ+ lives matter
Muslim lives matter
Women need equal rights
Black lives matter
Latino lives matter
#twitterblackout"
4008,jayswonkysmile,2016-11-09 18:23:46+00:00,en,0,Twitter for iPhone,because nobody should be afraid to live in their own world #twitterblackout https://t.co/dEVBOswcgm
4009,NewBrokenSugg,2016-11-09 18:23:22+00:00,en,0,Twitter for Android,How on earth is this gonna protect minorities tho #twitterblackout
4010,HenrieKeane,2016-11-09 18:23:12+00:00,en,0,Twitter Web Client,F*CK YOU NAZI TRUMP. #TwitterBlackout #CalExit #NotMyPresident #WestCoastNation #AmericaIsLostParty #NotOkay
4011,beidoubunny,2016-11-09 18:23:08+00:00,en,3,Twitter for Android,I'm participating in #twitterblackout for today
4012,troyesrad,2016-11-09 18:23:08+00:00,en,1,Twitter for iPhone,"#twitterblackout #imstillwithher 

if you support him, you do not support me. you need to unfollow me immediately, he is a racist, sexist+"
4013,CarolFo40636667,2016-11-09 18:22:57+00:00,en,27,Twitter for iPhone,"My love &amp; support to LGBT friends, people of color , immigrants, handicapped and all women struggling in a man's world ...💪#TwitterBlackout"
4014,xrmejohn,2016-11-09 18:22:32+00:00,en,0,Twitter for iPhone,"And now, like others, I fade to black. Hate never wins.  #twitterblackout"
4015,HenrieKeane,2016-11-09 18:21:49+00:00,en,0,Twitter Web Client,NO OBAMA. TRUMP IS A NAZI. I WANT NO PART OF THIS NATION. https://t.co/I4sW5PJdaE #TwitterBlackout #CalExit #AmericaIsLostParty #NotOkay
4016,eternalohara,2016-11-09 18:21:37+00:00,en,2,Twitter for iPhone,"to my lgbtq+, poc, pro-hillary, non-christian, and everyone else, I LOVE YOU SO MUCH!! #ElectionNight #ImStillWithHer #twitterblackout"
4017,Samantha_Megan_,2016-11-09 18:21:23+00:00,en,0,Twitter Web Client,We are setting our country back for decades....#twitterblackout #NotMyPresident #ImStillWithHer #NightmareScenario https://t.co/0i2fIn8bxG
4018,UmarHSoaries,2016-11-09 18:21:08+00:00,en,1,Linkis: turn sharing into growth,I'm sorry #NotMyPresident - he is.  That is the current reality.  Now LET'S WORK TO CHANGE IT. #twitterblackout https://t.co/MiUCY67aF9
4019,LibertyHussein,2016-11-09 18:20:31+00:00,en,2,Twitter for iPhone,I'm following all blackouts I encounter. Please follow back. We need each other. #TwitterBlackout  #NotMyPresident
4020,Flooorine1998,2016-11-09 18:20:19+00:00,en,1,Twitter Web Client,"I'm not american, but I'm scared of the future. #twitterblackout"
4021,TheRainbowsReal,2016-11-09 18:19:59+00:00,en,0,Twitter for Android,"Black Layout if you're against Trump, pass it on. #TwitterBlackout"
